"","Code","country","century","decade","year","height.cm","year_decade","height.in"
"1214",894,"Zambia","19","7","0",168.932,"1970",66.5086614173228
"1215",716,"Zimbabwe","19","7","0",171.34,"1970",67.4566929133858
"1216",40,"Austria","19","8","0",178.8,"1980",70.3937007874016
"1217",280,"Federal Republic of Germany (until 1990)","19","8","0",180.5,"1980",71.0629921259843
"1218",250,"France","19","8","0",176.5,"1980",69.488188976378
"1219",276,"Germany","19","8","0",180.5,"1980",71.0629921259843
"1220",528,"Netherlands","19","8","0",182.7,"1980",71.9291338582677
"1221",208,"Denmark","19","8","0",183.2,"1980",72.1259842519685
"1222",233,"Estonia","19","8","0",179.1,"1980",70.511811023622
"1223",246,"Finland","19","8","0",178.2,"1980",70.1574803149606
"1224",372,"Ireland","19","8","0",176.6,"1980",69.5275590551181
"1225",578,"Norway","19","8","0",179.7,"1980",70.748031496063
"1226",752,"Sweden","19","8","0",180.4,"1980",71.0236220472441
"1227",826,"United Kingdom of Great Britain and Northern Ireland","19","8","0",176.83,"1980",69.6181102362205
"1228",300,"Greece","19","8","0",177.3,"1980",69.8031496062992
"1229",380,"Italy","19","8","0",174.48,"1980",68.6929133858268
"1230",620,"Portugal","19","8","0",172.13,"1980",67.7677165354331
"1231",724,"Spain","19","8","0",175.6,"1980",69.1338582677165
"1232",112,"Belarus","19","8","0",176.4,"1980",69.4488188976378
"1233",616,"Poland","19","8","0",177.4,"1980",69.8425196850394
"1234",498,"Republic of Moldova","19","8","0",174.225,"1980",68.5925196850394
"1235",643,"Russian Federation","19","8","0",177,"1980",69.6850393700787
"1236",124,"Canada","19","8","0",179.6,"1980",70.7086614173228
"1237",840,"United States of America","19","8","0",179,"1980",70.4724409448819
"1238",332,"Haiti","19","8","0",171.494,"1980",67.5173228346457
"1239",388,"Jamaica","19","8","0",173.6,"1980",68.3464566929134
"1240",780,"Trinidad and Tobago","19","8","0",174.4,"1980",68.6614173228347
"1241",188,"Costa Rica","19","8","0",173.6,"1980",68.3464566929134
"1242",320,"Guatemala","19","8","0",160.8,"1980",63.3070866141732
"1243",340,"Honduras","19","8","0",164.663,"1980",64.8279527559055
"1244",484,"Mexico","19","8","0",167.806,"1980",66.0653543307087
"1245",558,"Nicaragua","19","8","0",166.4,"1980",65.511811023622
"1246",591,"Panama","19","8","0",170,"1980",66.9291338582677
"1247",68,"Bolivia (Plurinational State of)","19","8","0",164.191,"1980",64.642125984252
"1248",76,"Brazil","19","8","0",171.7,"1980",67.5984251968504
"1249",152,"Chile","19","8","0",173.1,"1980",68.1496062992126
"1250",170,"Colombia","19","8","0",170.6,"1980",67.1653543307087
"1251",328,"Guyana","19","8","0",170.5,"1980",67.1259842519685
"1252",604,"Peru","19","8","0",164.236,"1980",64.659842519685
"1253",598,"Papua New Guinea","19","8","0",160.9,"1980",63.3464566929134
"1254",50,"Bangladesh","19","8","0",162.377,"1980",63.9279527559055
"1255",356,"India","19","8","0",164.437,"1980",64.7389763779528
"1256",364,"Iran (Islamic Republic of)","19","8","0",172.37,"1980",67.8622047244095
"1257",524,"Nepal","19","8","0",162.953,"1980",64.1547244094488
"1258",144,"Sri Lanka","19","8","0",165.8,"1980",65.2755905511811
"1259",156,"China","19","8","0",171.5,"1980",67.5196850393701
"1260",408,"Democratic People's Republic of Korea","19","8","0",173.8,"1980",68.4251968503937
"1261",392,"Japan","19","8","0",171.66,"1980",67.5826771653543
"1262",410,"Republic of Korea","19","8","0",173.8,"1980",68.4251968503937
"1263",116,"Cambodia","19","8","0",162.453,"1980",63.957874015748
"1264",360,"Indonesia","19","8","0",164.01,"1980",64.5708661417323
"1265",418,"Lao People's Democratic Republic","19","8","0",165.2,"1980",65.0393700787401
"1266",104,"Myanmar","19","8","0",161.3,"1980",63.503937007874
"1267",608,"Philippines","19","8","0",165.6,"1980",65.1968503937008
"1268",704,"Viet Nam","19","8","0",160,"1980",62.992125984252
"1269",51,"Armenia","19","8","0",171.653,"1980",67.5799212598425
"1270",31,"Azerbaijan","19","8","0",172.153,"1980",67.7767716535433
"1271",400,"Jordan","19","8","0",170.29,"1980",67.0433070866142
"1272",784,"United Arab Emirates","19","8","0",169.05,"1980",66.5551181102362
"1273",886,"Yemen (until 1990)","19","8","0",167.6,"1980",65.9842519685039
"1274",887,"Yemen","19","8","0",167.6,"1980",65.9842519685039
"1275",818,"Egypt","19","8","0",171.283,"1980",67.4342519685039
"1276",504,"Morocco","19","8","0",170.29,"1980",67.0433070866142
"1277",204,"Benin","19","8","0",169.163,"1980",66.5996062992126
"1278",854,"Burkina Faso","19","8","0",172.829,"1980",68.0429133858268
"1279",132,"Cape Verde","19","8","0",168.986,"1980",66.5299212598425
"1280",384,"Cote d'Ivoire","19","8","0",171,"1980",67.3228346456693
"1281",288,"Ghana","19","8","0",170.005,"1980",66.9311023622047
"1282",324,"Guinea","19","8","0",169.49,"1980",66.7283464566929
"1283",430,"Liberia","19","8","0",167.264,"1980",65.851968503937
"1284",466,"Mali","19","8","0",172.238,"1980",67.8102362204724
"1285",562,"Niger","19","8","0",170.651,"1980",67.1854330708661
"1286",566,"Nigeria","19","8","0",169.503,"1980",66.7334645669291
"1287",686,"Senegal","19","8","0",174.254,"1980",68.603937007874
"1288",694,"Sierra Leone","19","8","0",165.8,"1980",65.2755905511811
"1289",768,"Togo","19","8","0",167.7,"1980",66.0236220472441
"1290",120,"Cameroon","19","8","0",170.967,"1980",67.309842519685
"1291",148,"Chad","19","8","0",173.3,"1980",68.2283464566929
"1292",178,"Congo","19","8","0",168.369,"1980",66.2870078740157
"1293",180,"Democratic Republic of the Congo","19","8","0",167.542,"1980",65.9614173228346
"1294",266,"Gabon","19","8","0",169.7,"1980",66.8110236220472
"1295",72,"Botswana","19","8","0",167.1,"1980",65.7874015748031
"1296",426,"Lesotho","19","8","0",167.386,"1980",65.9
"1297",516,"Namibia","19","8","0",171.343,"1980",67.457874015748
"1298",710,"South Africa","19","8","0",168.1,"1980",66.1811023622047
"1299",748,"Swaziland","19","8","0",170.238,"1980",67.0228346456693
"1300",262,"Djibouti","19","8","0",168.893,"1980",66.4933070866142
"1301",230,"Ethiopia (until 1993)","19","8","0",167.253,"1980",65.8476377952756
"1302",231,"Ethiopia (from 1993)","19","8","0",167.253,"1980",65.8476377952756
"1303",404,"Kenya","19","8","0",171.221,"1980",67.409842519685
"1304",450,"Madagascar","19","8","0",162.874,"1980",64.1236220472441
"1305",454,"Malawi","19","8","0",166.244,"1980",65.4503937007874
"1306",508,"Mozambique","19","8","0",165.15,"1980",65.0196850393701
"1307",646,"Rwanda","19","8","0",167.162,"1980",65.811811023622
"1308",800,"Uganda","19","8","0",169.274,"1980",66.6433070866142
"1309",834,"United Republic of Tanzania","19","8","0",166.861,"1980",65.6933070866142
"1310",894,"Zambia","19","8","0",168.194,"1980",66.2181102362205
"1311",716,"Zimbabwe","19","8","0",171.004,"1980",67.3244094488189
